record_id,channel,pmid,doi,openalex_id,title,year,authors,dedup_status,screening_status_round_1,screening_recommendation,screening_reason,human_approval
REC_DIR_0050,Direct_Harvest,,https://doi.org/10.64898/2026.03.02.26347479,,Large language models for self-administered conversational vignette assessment of provider competencies: A pilot and validation study in Vietnam with automated LLM-powered transcript classification,2026,"['Benjamin Daniels', 'Wenjia(Stella) Zhang', 'Hoang Nguyen', 'David Duong']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Ứng dụng LLM đánh giá năng lực bác sĩ qua tình huống đối thoại lâm sàng thử nghiệm tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0051,Direct_Harvest,,https://doi.org/10.2196/preprints.32392,,Digital Health Policy and Programs for Hospital Care in Vietnam: Scoping Review (Preprint),2021,"['Duc Minh Tran', 'Louise Thwaites', 'Jennifer Ilo Van Nuil', 'Jacob McKnight', 'An Phuoc Luu', 'Chris Paton']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Bản thảo rà soát phạm vi chính sách và chương trình y tế số cho bệnh viện Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0052,Direct_Harvest,,https://doi.org/10.4103/apjtm.apjtm_118_26,,From COVID-19 to Nipah virus preparedness in low- and middle-income countries: Re-centering points of decision and responsible AI,2026,"['Giao Huỳnh', 'Han Thi Ngoc Nguyen', 'Ly Trieu Vo', 'E. G. V. Evans', 'Nhut Minh Vuong', 'Pham Le An']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp nghiên cứu AI có trách nhiệm (Responsible AI) và điểm tựa quyết định trong ứng phó dịch bệnh tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0053,Direct_Harvest,,https://doi.org/10.1016/j.ijid.2023.04.017,,A PROSPECTIVE CLINICAL STUDY ON THE USE OF A NON-INVASIVE WEARABLE DEVICE AND NEURAL NETWORK MODELS FOR PATIENTS WITH DENGUE,2023,"['Štefan Karolčík', 'Vasileios Manginas', 'Chu Po Ho', 'John Daniels', 'Giang T. Nguyen', 'Hai Vu', 'Van‐Phuc Hoang', 'Katelynn Nguyen', 'Bernard Hernandez', 'Damien Ming', 'Alison Holmes', 'Louise Thwaites', 'Sophie Yacoub', 'Pantelis Georgiou']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Thử nghiệm lâm sàng tiến cứu ứng dụng thiết bị đeo và mạng Nơ-ron cho bệnh nhân sốt xuất huyết tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0054,Direct_Harvest,,https://doi.org/10.3390/rs14153763,,A Review of Earth Observation-Based Drought Studies in Southeast Asia,2022,"['Tuyen V. Ha', 'Juliane Huth', 'Felix Bachofer', 'Claudia Kuenzer']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Rà soát nghiên cứu hạn hán dựa trên quan sát Trái Đất - Môi trường/Địa lý).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0055,Direct_Harvest,,https://doi.org/10.1016/j.afos.2026.05.003,,An integrated deep learning and large language model for automated knee osteoarthritis grading and reporting from the Vietnam Osteoporosis Study,2026,"['Dinh Tan Nguyen', 'Duy K. Hoang', 'Linh N. Luu', 'An T. Truong', 'Quang Hien Kha', 'Huy T. Tran', 'Phu D. Ho', 'Thach Tran', 'Sai Ho Ling', 'David J. Hunter', 'Lan T. Ho‐Pham', 'Tuan V. Nguyen']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Kết hợp Học sâu và LLM tự động phân loại thoái hóa khớp gối từ dữ liệu Nghiên cứu Loãng xương Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0056,Direct_Harvest,,https://doi.org/10.1080/01431161.2021.2024912,,Quantifying mangrove leaf area index from Sentinel-2 imagery using hybrid models and active learning,2022,"['Nguyễn An Bình', 'Leon T. Hauser', 'Pham Viet Hoa', 'Giang Thị Phương Thảo', 'Nguyen Ngoc An', 'Huynh Song Nhut', 'Tran Anh Phuong', 'Jochem Verrelst']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Định lượng chỉ số diện tích lá rừng ngập mặn từ ảnh vệ tinh - Lâm nghiệp/Môi trường).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0057,Direct_Harvest,,https://doi.org/10.2196/preprints.85169,,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries – A Pilot Feasibility Study (Preprint),2025,"['Andy Li', 'Wei Zhou', 'Rashina Hoda', 'Chris Bain', 'Peter Poon']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Bản thảo so sánh LLM và công cụ dịch thuật truyền thống trong dịch tóm tắt khám bệnh.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0058,Direct_Harvest,,https://doi.org/10.3390/s22176554,,Classification of Tetanus Severity in Intensive-Care Settings for Low-Income Countries Using Wearable Sensing,2022,"['Ping Lü', 'Shadi Ghiasi', 'Jannis Hagenah', 'Ho Bich Hai', 'Nguyễn Văn Hảo', 'Phan Nguyen Quoc Khanh', 'Le Dinh Van Khoa', 'Louise Thwaites', 'David A. Clifton', 'Tingting Zhu']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Phân loại mức độ nghiêm trọng bệnh uốn ván bằng cảm biến đeo tại khoa hồi sức tích cực bệnh viện Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0059,Direct_Harvest,,https://doi.org/10.1186/s12982-026-02342-x,,A data-driven governance framework for co-creation healthcare quality in public hospitals,2026,"['Huu Phuc Dang', 'Nguyen-Kim-Thao Vo']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Khung quản trị dựa trên dữ liệu cho chất lượng y tế đồng tạo lập tại các bệnh viện công Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0060,Direct_Harvest,,https://doi.org/10.48550/arxiv.2602.07361,,ViHERMES: A Graph-Grounded Multihop Question Answering Benchmark and System for Vietnamese Healthcare Regulations,2026,"['Long Nguyen', 'Quan M. Bui', 'Tin Ngo', 'Quynh Vo', 'Dung N. H. Le', 'Tho Quan']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp xây dựng bộ benchmark AI hỏi đáp đa chặng về quy định và pháp luật y tế Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0062,Direct_Harvest,,https://doi.org/10.1186/s40249-020-00661-y,,Protecting the gains of malaria elimination in China,2020,"['Xinyu Feng', 'Joshua Levens', 'Xiao‐Nong Zhou']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX03_NOT_VIETNAM_HEALTH_CONTEXT (Bảo vệ thành quả loại trừ sốt rét tại Trung Quốc, không có bối cảnh Việt Nam).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0063,Direct_Harvest,,https://doi.org/10.2196/preprints.53483,,Digital health technology adoption in five Vietnamese hospitals: a self-report assessment (Preprint),2023,"['Duc Minh Tran', 'Nguyen Thanh Dung', 'Chau Minh Duc', 'Ngoc Huynh', 'Khoi M. Le', 'Nguyen Phuc Hau', 'Duong Thi Thu Huyen', 'Huynh Thi Le Thu', 'Tran Van Duc', 'Lam Minh Yen', 'Louise Thwaites', 'Chris Paton']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Đánh giá thực chứng việc chấp nhận công nghệ y tế số tại 5 bệnh viện Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0064,Direct_Harvest,,https://doi.org/10.59276/jelb.2025.12.3032,,Applying Machine Learning in assessing the health of the private economy in Vietnamese localities,2025,['Bích Ngọc Nguyễn'],UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Áp dụng ML đánh giá sức khỏe kinh tế tư nhân địa phương - Kinh tế/Doanh nghiệp).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0065,Direct_Harvest,,https://doi.org/10.70675/96bb05faz4257z4660zb2f8z7e1ba70e98d0,,"Contributions to Monitoring, Anomaly Detection and Classification Using Artificial Intelligence and Statistical Methods : Applications in Smart Manufacturing and Healthcare",2025,['Kim Duc Tran'],UNIQUE,PENDING_HUMAN_REVIEW,INCLUDE_ROUND_1,Direct research on AI ethics/governance/implementation in Vietnam,PENDING_HUMAN_APPROVAL
REC_DIR_0066,Direct_Harvest,,https://doi.org/10.1186/s12882-026-05114-6,,Validation of online clearance monitoring and machine learning-based prediction of dialysis adequacy in Vietnamese hemodialysis patients: a cross-sectional study,2026,"['Xuan Chanh Tran', 'Tuan Anh Pham', 'Thinh Chi Phan', 'Anh Thuy Tram Nguyen', 'Huy Quoc Tran', 'Thanh Kien Lam']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Thẩm định công cụ giám sát trực tuyến và tiên lượng dựa trên ML cho bệnh nhân lọc máu chạy thận nhân tạo tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0067,Direct_Harvest,,https://doi.org/10.3390/methane4040028,,AI-Driven Methane Emission Prediction in Rice Paddies: A Machine Learning and Explainability Framework,2025,"['Abira Sengupta', 'Fathima Nuzla Ismail', 'Shanika Amarasoma']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX02_NOT_HEALTHCARE (Dự báo phát thải khí Mê-tan từ ruộng lúa - Nông nghiệp/Môi trường, không thuộc y tế con người).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0068,Direct_Harvest,,https://doi.org/10.1111/bioe.13252,,IAB 16th World Congress,2023,"['Voo Teck Chuan', 'Tenzin Wangmo', 'Bernice S. Elger']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Kỷ yếu Hội nghị Sinh học Đạo đức Quốc tế (International Association of Bioethics) — thảo luận đạo đức sinh học và AI y tế.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0069,Direct_Harvest,,https://doi.org/10.62985/j.huit_ojs.vol25.nos2_ica.214,,ADVANCING SUSTAINABLE AGRICULTURE IN VIETNAM THROUGH BIOTECHNOLOGY AND ARTIFICIAL INTELLIGENCE,2025,['Phan Thi Thanh Huyen'],UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Thúc đẩy nông nghiệp bền vững tại Việt Nam qua công nghệ sinh học và AI - Nông nghiệp).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0070,Direct_Harvest,,https://doi.org/10.5281/zenodo.19372022,,Comprehensive Overview of Artificial Intelligence Applications in Biomedical Research and Precision Medicine (2024–2026),2026,['Fahim Halim Khan'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Tổng quan ứng dụng AI trong nghiên cứu y sinh và y học chính xác (Precision Medicine).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0072,Direct_Harvest,,https://doi.org/10.1145/3628797.3628852,,Evaluating Audio Feature Extraction Methods for Identifying Bee Queen Presence,2023,"['Huu-Tuong Ho', 'Minh-Tien Pham', 'Quang-Duong Tran', 'Quang-Huy Pham', 'Thi-Thu-Hong Phan']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Nhận diện sự hiện diện của ong chúa bằng âm thanh AI - Nông nghiệp/Động vật học).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0073,Direct_Harvest,,none,,A Comparison of Machine Learning Methods for Alzheimer's Disease Classification in Vietnamese Patients,2025,"['Nguyen Vu Binh Duong', 'Duy-Thanh Vu', 'Duy-Cat Can', 'Hai Dac Nguyen', 'Binh T. Nguyen', 'Oliver Yibing Chen', 'Huong Ha']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp so sánh các phương pháp ML phân loại bệnh Alzheimer cho bệnh nhân Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0074,Direct_Harvest,,https://doi.org/10.12775/bgeo-2026-0002,,"Drought risk assessment in Quang Tri Province, Vietnam using Landsat multi-temporal remote sensing data and machine learning algorithm",2026,"['Thi Thu Trang Tran', 'Le Hung Trinh', 'Thi Phuong Thao Do', 'Van Phu Le']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Đánh giá rủi ro hạn hán tại Quảng Trị bằng viễn thám và ML - Môi trường/Địa lý).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0075,Direct_Harvest,,https://doi.org/10.1108/978-1-83608-582-920241032,,Risk Assessment Models for the Health Insurance Sector,2024,"['Reepu Reepu', 'Pawan Kumar', 'Mandeep Singh']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Mô hình đánh giá rủi ro cho ngành bảo hiểm y tế — liên quan thể chế chi trả và quản trị dữ liệu y tế.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0076,Direct_Harvest,,https://doi.org/10.47191/jefms/v8-i9-57,,AI-Powered Cardiovascular Risk Prediction: Integrating Wearable Biosensors and Machine Learning Algorithms,2025,"['Hoang Minh Quan', 'N. Minh', 'Doan Dao Tu Uyen']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Tiên lượng rủi ro tim mạch bằng AI kết hợp cảm biến sinh học đeo — ứng dụng CDS từ tác giả Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0077,Direct_Harvest,,https://doi.org/10.56294/saludcyt20252468,,The Impact of AI-induced Ethical Conflict and the Moderating Role of Psychological Safety on the Mental Health of Accountants in Financial Technology Enterprises in Vietnam,2025,['Huu Vinh Tran'],UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX02_NOT_HEALTHCARE (Xung đột đạo đức AI và sức khỏe tâm thần của kế toán viên FinTech tài chính, không thuộc y tế bệnh nhân).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0078,Direct_Harvest,,https://doi.org/10.20944/preprints202507.1698.v1,,A Systematic Framework for Investigating Algorithmic Bias as a Social Determinant of Health in Low- and Middle-Income Countries: A Research Protocol,2025,['Anthony Iyore Anaweokhai'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp xây dựng khung nghiên cứu thiên vị thuật toán (Algorithmic Bias) như một yếu tố xã hội quyết định sức khỏe tại LMICs.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0079,Direct_Harvest,,https://doi.org/10.3846/gac.2024.20237,,Prediction of building subsidence in Vietnam using machine learning techniques based on leveling results,2024,"['D. T. Tran', 'Ngoc Dung Luong', 'Dinh Huy Nguyen']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Dự báo độ lún công trình xây dựng tại Việt Nam bằng ML - Xây dựng/Hạ tầng).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0080,Direct_Harvest,,https://doi.org/10.4108/eetsis.7678,,VMHQA: A Vietnamese Multi-choice Dataset for Mental Health Domain Question Answering,2025,"['Tu Anh Hoang Nguyen', 'Quang-Dieu Nguyen', 'Harius M. Nguyen', 'Ann Nguyen', 'Loan T. T. Nguyen']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp xây dựng bộ dữ liệu hỏi đáp AI tiếng Việt trong lĩnh vực sức khỏe tâm thần (Mental Health).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0081,Direct_Harvest,,https://doi.org/10.25073/2588-1132/vnumps.4922,,Overview of AI Agent Applications in Hospital Pharmacy Operations,2026,"['Pham Quoc Anh', 'Ngô Thị Kim Cúc', 'Do Thuy Linh', 'Nguyen Thanh Hai', 'Nguyen Duc Long', 'Nguyen Thi Dua', 'Nguyen Huyen Thu', 'Vu Thu Ha', 'Nguyen Dang Phuong Anh']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Tổng quan ứng dụng AI Agent trong vận hành dược bệnh viện tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0082,Direct_Harvest,,https://doi.org/10.35629/5252-0704757761,,Employment Opportunities Created By Artificial Intelligence (Ai),2025,"['Truong Vu Long Truong Vu Long', 'Tong Thi Phuong Thao Tong Thi Phuong Thao']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX02_NOT_HEALTHCARE (Cơ hội việc làm do AI tạo ra - Lao động/Kinh tế chung, không thuộc y tế).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0083,Direct_Harvest,,https://doi.org/10.52549/ijeei.v10i1.3438,,An efficient human activity recognition model based on deep learning approaches,2022,"['Aymen Jalil Abdulelah', 'Mohannad Al-Kubaisi', 'Ahmed Muhi Shentaf']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX03_NOT_VIETNAM_HEALTH_CONTEXT (Mô hình nhận dạng hoạt động con người bằng Học sâu chung, không có bối cảnh y tế hay thể chế Việt Nam).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0084,Direct_Harvest,,https://doi.org/10.26192/100wx8,,"Remote sensing for yield estimation and climate risk management for coffee in Central Highlands, Vietnam",2025,"['Nguyen, Thuy']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Viễn thám ước tính năng suất và rủi ro khí hậu cho cây cà phê ở Tây Nguyên - Nông nghiệp).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0085,Direct_Harvest,,https://doi.org/10.15625/1811-4989/16158,,"Genomics and big data: Research, development and applications",2021,"['Lê Thị Thu Hiền', 'Nguyễn Tường Vân', 'Kim Thị Phương Oanh', 'Nguyễn Đăng Tôn', 'Huỳnh Thị Thu Huệ', 'Nguyễn Thùy Dương', 'Phạm Lê Bích Hằng', 'Nguyễn Hải Hà']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Tổng quan nghiên cứu phát triển dữ liệu lớn Dữ liệu gen (Genomics & Big Data) tại Việt Nam — liên quan đạo đức dữ liệu gen y tế.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0086,Direct_Harvest,,https://doi.org/10.62685/tbjmp.2026.22.05,,"Knowledge, attitudes, and practices regarding artificial intelligence among health professions students: Implications for AI readiness",2026,['Pham Hong Quang'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Khảo sát Kiến thức - Thái độ - Thực hành (KAP) về AI của sinh viên ngành y tế và độ sẵn sàng cho AI.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0087,Direct_Harvest,,https://doi.org/10.1109/eee-am66675.2025.11473802,,Application of IoT and AI in Monitoring structural Load-bearing capacity of Buildings,2025,"['Nguyen Minh Quang', 'Nguyen Hoanh', 'Ngo Sy Dong']",UNIQUE,PENDING_HUMAN_REVIEW,INCLUDE_ROUND_1,Direct research on AI ethics/governance/implementation in Vietnam,PENDING_HUMAN_APPROVAL
REC_DIR_0088,Direct_Harvest,,https://doi.org/10.51298/vmj.v550i1.13913,,"DEVELOPMENT OF AN INTEGRATED NURSING COMPETENCY FRAMEWORK: SYNTHESIZING VIETNAM’S NATIONAL STANDARDS, COMPETENCY MODELS, AND ASSESSMENT INSTRUMENTS",2025,"['Thi Ha', 'Tran Ngoc Thanh Dang', 'Thi Thu Tam Lam', 'Thi Thanh Tinh Nguyen']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp nghiên cứu khung năng lực và chuẩn mực đạo đức điều dưỡng tại Việt Nam (Chấp thuận bởi Đào Trung Thành: Khung năng lực chứa thành tố đạo đức hành nghề).,OVERRIDDEN_BY_DAO_TRUNG_THANH
REC_DIR_0089,Direct_Harvest,,https://doi.org/10.5811/westjem.48825,,Assessment of Artificial Intelligence-based Translation Tools for Emergency Department Discharge Instructions,2026,"['Estee Wu', 'Cassandra Mackey', 'Simi Jandu', 'Jennifer Carey']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Đánh giá công cụ dịch thuật AI cho hướng dẫn xuất viện khoa cấp cứu — an toàn bệnh nhân và giao tiếp y tế.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0090,Direct_Harvest,,https://doi.org/10.1109/access.2026.3660065,,Artificial Intelligence in In Vitro Diagnostics (IVD): A Comprehensive Review of the New Frontier,2026,['Hieu Le Ngoc'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Tổng quan ứng dụng AI trong Chẩn đoán trong ống nghiệm (IVD) — thiết bị y tế và hỗ trợ quyết định lâm sàng.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0091,Direct_Harvest,,https://doi.org/10.1093/jjco/hyaa269,,Lecture No. 3 Current status and future outlook for collection of cancer-related data in Asia,2020,['Tomohiro Matsuda'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Nghiên cứu bối cảnh về hạ tầng thu thập và quản trị dữ liệu bệnh nhân ung thư tại Châu Á/Việt Nam (Chấp thuận bởi Đào Trung Thành: Quản trị dữ liệu bệnh nhân là nền tảng cho AI).,OVERRIDDEN_BY_DAO_TRUNG_THANH
REC_DIR_0092,Direct_Harvest,,https://doi.org/10.48550/arxiv.2607.25232,,Neurai-VN Benchmark: Standardized Machine Learning Models for Multimodal Digital Phenotyping in Mental Health Classification,2026,"['Quoc-Cuong Pham', 'Hoang-Thuy-Duong Vu', 'Thi-Thanh-Huong Ha', 'Huy‐Hieu Pham']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp xây dựng bộ benchmark ML tiếng Việt (Neurai-VN) cho phân loại kiểu hình số sức khỏe tâm thần tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0093,Direct_Harvest,,https://doi.org/10.2196/preprints.105820,,TLAS-YHCT VN: Development and Evaluation of a Socratic AI Teaching Assistant for Traditional Vietnamese Medicine Education — A Two-Phase Mixed-Methods Study (Preprint),2026,['Tạ Hồng'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Phát triển và đánh giá trợ lý giảng dạy AI Socratic cho đào tạo Y học cổ truyền Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0094,Direct_Harvest,,https://doi.org/10.33846/hd20502,,"ChatGPT Usage for Academic Purposes and Influencing Factors Among Students at Hanoi Medical University, Vietnam",2025,"['Luu Thi Thu Kieu', 'Phan Huu Vinh', 'Nguyen Thi', 'Trinh Khanh Linh', 'Tran Xuan Dai', 'Tran Ngan Hanh', 'Nguyễn Ngọc Linh', 'Le Thanh Hang', 'Hy Minh Giang', 'Vo Anh', 'Thanh Pham', 'Dang Cong Son', 'Lê Minh Đạt']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp khảo sát thực trạng sử dụng ChatGPT và các yếu tố ảnh hưởng đối với sinh viên Đại học Y Hà Nội.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0095,Direct_Harvest,,https://doi.org/10.1109/rivf68649.2025.11365231,,Artificial Intelligence (AI) Applications in Construction Industry: A Big Data-driven Bibliometric Analysis,2025,"['Ngan Nguyen Le', 'Huy Thanh Phung', 'Hien Phuoc Phan', 'Chuong Duy Nguyen', 'Buu Quoc Mai']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX02_NOT_HEALTHCARE (Ứng dụng AI trong ngành xây dựng - Xây dựng/Hạ tầng, không thuộc y tế).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0096,Direct_Harvest,,https://doi.org/10.2196/95867,,"Knowledge, Attitudes, and Practices Related to AI in Learning and Research Among Medical Students in Vietnam: Cross-Sectional Study",2026,"['Minh Tien Bui', 'Ha My Le', 'T P Luong', 'Hoang Anh Vu', 'Thế Anh Trần', 'Ngo Td', 'Dieu Linh Bui', 'Thi Han Bui', 'Duy Cuong Nguyen', 'Thanh Binh Ngo', 'Kien Trung Nguyen', 'Thi Loi Dao']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp khảo sát KAP về AI trong học tập và nghiên cứu của sinh viên y khoa trên toàn quốc tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0097,Direct_Harvest,,https://doi.org/10.26190/unsworks/32205,,Integrating Diverse Voices and Data Science: Advancing Equity in the Public Opinion Data Cycle for Health Emergencies,2026,['Dani Hutchinson'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Khoa học dữ liệu và bình đẳng dữ liệu (Data Equity) trong ứng phó tình huống y tế khẩn cấp.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0098,Direct_Harvest,,https://doi.org/10.48550/arxiv.2311.00737,,Real-Time Magnetic Tracking and Diagnosis of COVID-19 via Machine Learning,2023,"['Dang Tuan Nguyen', 'Phat K. Huynh', 'Vinh Duc An Bui', 'Kee Young Hwang', 'Nityanand Jain', 'Chau H. Nguyen', 'Le Huu Nhat Minh', 'Lê Văn Trường', 'Xuân Thanh Nguyễn', 'Nguyễn Hoàng Định', 'Lê Tiến Dũng', 'Trung Le', 'Manh‐Huong Phan']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Chẩn đoán COVID-19 thời gian thực bằng kỹ thuật Học máy (ML) — nhóm nghiên cứu Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0099,Direct_Harvest,,https://doi.org/10.1002/ped4.12229,,2020 Global Pediatric Pulmonology Alliance (GPPA) Forum on COVID‐19,2020,"['Kunling Shen', 'Spencer Li', 'Yu Guan', 'Yonghong Yang']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX01_NOT_AI (Diễn đàn hô hấp nhi khoa toàn cầu về COVID-19, không có nội dung công nghệ AI/ML).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0100,Direct_Harvest,,https://doi.org/10.1108/jedt-07-2026-756,,Editorial,2026,['Nicholas Chileshe'],UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX02_NOT_HEALTHCARE (Bài tòa soạn Tạp chí Kỹ thuật, Thiết kế và Công nghệ - Xây dựng/Kỹ thuật).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0101,Direct_Harvest,,https://doi.org/10.48448/2a35-ph29,,Which Works Best for Vietnamese? A Practical Study of Information Retrieval Methods across Domains,2026,"['Association for Computational Linguistics 2026', 'Long Nguyen', 'tho Quan']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX02_NOT_HEALTHCARE (Nghiên cứu các phương pháp truy xuất thông tin tiếng Việt đa miền chung, không tập trung y tế).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0102,Direct_Harvest,,https://doi.org/10.54692/jelle.2024.0604262,,Enhancing English Language Acquisition through ChatGPT: Use of Technology Acceptance Model in Linguistics,2024,"['Hayat Ullah', 'Sajid Anwar', 'Shah Nawaz Khan']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX02_NOT_HEALTHCARE (Dùng ChatGPT hỗ trợ học tiếng Anh - Ngôn ngữ học/Giáo dục đại cương, không thuộc y tế).",APPROVED_BY_DAO_TRUNG_THANH
