record_id,source_type,title,inclusion_decision,confidence_level,analysis_rationale
CANON-00085,ACADEMIC_STUDY,Development and Asian-wide validation of the Grade for Interpretable Field Triage (GIFT) for predicting mortality in pre-hospital patients using the Pan-Asian Trauma Outcomes Study (PATOS).,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00086,ACADEMIC_STUDY,"Reimagining ethnopharmacology with generative AI: Towards inclusive, ethical, and data-driven traditional medicine.",INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00087,ACADEMIC_STUDY,"AI-based air quality PM2.5 forecasting models for developing countries: A case study of Ho Chi Minh City, Vietnam",EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00088,ACADEMIC_STUDY,Machine learning-based model for prediction of carbamazepine- and allopurinol-induced severe cutaneous adverse reactions in Vietnamese.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00089,ACADEMIC_STUDY,Deep Learning-Driven Glaucoma Medication Bottle Recognition: A Multilingual Clinical Validation Study in Patients with Impaired Vision.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00090,ACADEMIC_STUDY,STEMI-OP in-hospital mortality prediction algorithms: Frailty-integrated machine learning in older patients undergoing primary PCI.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00091,ACADEMIC_STUDY,Cross-serotype interactions and disease outcome prediction of dengue infections in Vietnam.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00092,ACADEMIC_STUDY,Predicting the risk of osteoporosis in older Vietnamese women using machine learning approaches.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00093,ACADEMIC_STUDY,Mitigating machine learning bias between high income and low-middle income countries for enhanced model fairness and generalizability.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00094,ACADEMIC_STUDY,Foundation models enable wearable signal screening for cardiovascular disease among people living with HIV.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00095,ACADEMIC_STUDY,A theoretical screening of phytochemical constituents from Millettia brandisiana as inhibitors against acetylcholinesterase.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00096,ACADEMIC_STUDY,Severity detection tool for patients with infectious disease.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00097,ACADEMIC_STUDY,Quantifying mangrove leaf area index from Sentinel-2 imagery using hybrid models and active learning.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00098,ACADEMIC_STUDY,"Budget impact of implementing AI-enabled chest X-ray based incidental pulmonary nodule detection for early lung cancer diagnosis: models from Colombia, Costa Rica, Mexico, Thailand and Vietnam.",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00099,ACADEMIC_STUDY,Dynamic weighting and genetic algorithm-based hybrid SVR-Ridge model for improving PM <sub>2.5</sub> forecasting in open-pit copper mines,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00100,ACADEMIC_STUDY,A LASSO-based model for financial distress of the Vietnamese listed firms: Does the covid-19 pandemic matter?,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00101,ACADEMIC_STUDY,"Artificial intelligence ethics in authoritarian Vietnam: governance, trust, and societal tensions",INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00102,ACADEMIC_STUDY,Preface,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00103,ACADEMIC_STUDY,"Evaluation of models and drought-wetness factors contributing to predicting the vegetation health index in Dak Nong Province, Vietnam",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00104,ACADEMIC_STUDY,Sex and Gender Disparities in the COVID-19 Pandemic,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00105,ACADEMIC_STUDY,Assessment of User Needs for Telemedicine Robots in a Developing Nation Hospital Setting.,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00106,ACADEMIC_STUDY,Artificial intelligence helps drive new frontiers in ecology,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00107,ACADEMIC_STUDY,The United Nations Sustainable Development Goals,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00108,ACADEMIC_STUDY,Progress Towards Developing a Rapid Triage/Referral Test for Tuberculosis,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00109,ACADEMIC_STUDY,A (Not Very) Distant Mirror,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00110,ACADEMIC_STUDY,Preventing stroke in atrial fibrillation patients,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00111,ACADEMIC_STUDY,P-080 Machine Learning with Synthetic Minority Over-Sampling Technique for Predicting Sperm Retrieval in Azoospermia Micro-TESE,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00112,ACADEMIC_STUDY,Data privacy laws in Central Asia: between ex-SSR and ‘Belt &amp; Road’,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00113,ACADEMIC_STUDY,Lecture No. 3 Current status and future outlook for collection of cancer-related data in Asia,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00114,ACADEMIC_STUDY,Accelerating Cough-Based Algorithms for Pulmonary Tuberculosis Screening: Results From the CODA TB DREAM Challenge.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00115,ACADEMIC_STUDY,Fighter Pilot Meets Match With Lymphoma &amp; CAR T-Cell Therapy Battles Back,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00116,ACADEMIC_STUDY,What Substitution and Prediction Strategies Address the Challenge of an Unmeasurable C2-7 Cobb Angle?,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00117,ACADEMIC_STUDY,Measuring Racial Sentiment Using Social Media Is Harder Than It Seems,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00118,ACADEMIC_STUDY,Data as a Substitute for Judgment,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00119,ACADEMIC_STUDY,Exploration before Exploitation can Drive Research Training Success,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00120,ACADEMIC_STUDY,The US National Academy of Medicine,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00121,ACADEMIC_STUDY,Urology,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00122,ACADEMIC_STUDY,Mitigating Machine Learning Bias Between High Income and Low-Middle Income Countries for Enhanced Model Fairness and Generalizability,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00123,ACADEMIC_STUDY,Accelerating cough-based algorithms for pulmonary tuberculosis screening: Results from the CODA TB DREAM Challenge,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00124,ACADEMIC_STUDY,Leveraging AI and Transfer Learning to Enhance Outcome Prediction for Out-of-Hospital Cardiac Arrest in Diverse Settings: Insights from the Pan-Asian Resuscitation Outcomes Study,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00125,ACADEMIC_STUDY,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00126,ACADEMIC_STUDY,Understanding and predicting ciprofloxacin minimum inhibitory concentration in <i>Escherichia coli</i> with machine learning,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00127,ACADEMIC_STUDY,Index,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00128,ACADEMIC_STUDY,Index,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00129,ACADEMIC_STUDY,Index,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00130,ACADEMIC_STUDY,Index,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00131,ACADEMIC_STUDY,Index,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00132,ACADEMIC_STUDY,Index,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00133,ACADEMIC_STUDY,Index,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00134,ACADEMIC_STUDY,Risk Assessment Models for the Health Insurance Sector,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00135,ACADEMIC_STUDY,Index,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00136,ACADEMIC_STUDY,Guest editorial: Transnationalization of higher education: challenges and opportunities,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00137,ACADEMIC_STUDY,Psychological safety and AI adoption as antecedents of teaching burnout: the mediating effect of work–life balance,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00138,ACADEMIC_STUDY,Editorial: “Redefining impact: digital libraries and their communities”,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00139,ACADEMIC_STUDY,How Healthqual drives willingness to pay a premium and revisit intention in health-care sector: the moderation role of AI-enabled service,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00140,ACADEMIC_STUDY,Guest editorial: Defining new frontiers of business research across Asian countries,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00141,ACADEMIC_STUDY,Editorial,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00142,ACADEMIC_STUDY,Editorial,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00143,ACADEMIC_STUDY,Guest editorial: Sustainability management from a behavioral perspective in hospitality and tourism,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00144,ACADEMIC_STUDY,"Guest editorial: Beyond Industry 4.0: humancentricity, resilience and sustainability in the age of digital transformation",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00145,ACADEMIC_STUDY,Artificial Intelligence in In Vitro Diagnostics (IVD): A Comprehensive Review of the New Frontier,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00146,ACADEMIC_STUDY,Development of Effective Malnutrition Level Detection Models,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00147,ACADEMIC_STUDY,Application of IoT and AI in Monitoring structural Load-bearing capacity of Buildings,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00148,ACADEMIC_STUDY,Prediction of Non-Alcoholic Fatty Liver Disease Based on Anthropometric and Paraclinical Laboratory Data in the Vietnamese Population,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00149,ACADEMIC_STUDY,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00150,ACADEMIC_STUDY,Ovarian Malignance Risk Prediction from Medical Notes: a case study in Vietnam,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00151,ACADEMIC_STUDY,GPTViet: An Open-Source Vietnamese Foundation Model from Pretraining to Domain Specialization,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00152,ACADEMIC_STUDY,Agentic AI Framework for Adaptive Clinical Workflow Orchestration,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00153,ACADEMIC_STUDY,Artificial Intelligence (AI) Applications in Construction Industry: A Big Data-driven Bibliometric Analysis,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00154,ACADEMIC_STUDY,Adaptive Modeling for Air Quality: A Continual Learning Framework for PM₂.₅ Estimation in Vietnam,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00155,ACADEMIC_STUDY,The Chinese Metabolic Management Centers,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00156,ACADEMIC_STUDY,Reflections,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00157,ACADEMIC_STUDY,IAB 16th World Congress,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00158,ACADEMIC_STUDY,"Worker Well‐Being, Human Factors and the Gig Economy: Interdisciplinary Perspectives",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00159,ACADEMIC_STUDY,Tracking the Debate: Geo-Temporal Sentiment Analysis of Community Water Fluoridation on 'X' (Formerly Twitter) With Five-Year Forecast.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00160,ACADEMIC_STUDY,Children and Families: Everyday Digital Media Culture,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00161,ACADEMIC_STUDY,Pioneers in Dermatology and Venereology: An interview with Professor Dedee F. Murrell,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00162,ACADEMIC_STUDY,Characterizing global dermatologic engagement and needs: A cross‐sectional study from 83 countries,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00163,ACADEMIC_STUDY,A comprehensive appraisal of evolutionary diversity in venomous Asian coralsnakes of the genus<i>Sinomicrurus</i>(Serpentes: Elapidae) using Bayesian coalescent inference and supervised machine learning,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00164,ACADEMIC_STUDY,Towards regional progress: <scp>APSR</scp> 2022 Big Five Lung Diseases Workshop,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00165,ACADEMIC_STUDY,Flood risk mapping and analysis using an integrated framework of machine learning models and analytic hierarchy process.,EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00166,ACADEMIC_STUDY,Vital sign monitoring using wearable devices in a Vietnamese intensive care unit,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00167,ACADEMIC_STUDY,327 An ai-based retinal cardiovascular risk biomarker reflects coronary angiographic disease burden,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00168,ACADEMIC_STUDY,Evaluating Audio Feature Extraction Methods for Identifying Bee Queen Presence,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00169,ACADEMIC_STUDY,Towards Mental Health Analysis in Social Media for Low-resourced Languages,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00170,ACADEMIC_STUDY,Perception of violence against women among college students in China and Vietnam: A Logistic-Regression-Based Analysis,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00171,ACADEMIC_STUDY,Securing Collaborative Medical AI by Using Differential Privacy: Domain Transfer for Classification of Chest Radiographs,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00172,ACADEMIC_STUDY,Shape Prediction of Nasal Bones by Digital 2D-Photogrammetry of the Nose Based on Convolution and Back-Propagation Neural Network.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00173,ACADEMIC_STUDY,Editors’ Selections from Relevant Scientific Publications,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00174,ACADEMIC_STUDY,How Has War Shaped American Democracy?,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00175,ACADEMIC_STUDY,Opening Dialogue,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
