raw_record_id,source_channel_as_supplied,title,doi,publication_year,deduplication_status,merged_into_record_id,deduplication_reason,query_id,source_record_id,retrieval_date,raw_artifact_locator,raw_artifact_sha256,cursor_or_page,reconciliation_status,reconciliation_note
RAW_0072,Direct_Harvest,AI-Powered Cardiovascular Risk Prediction: Integrating Wearable Biosensors and Machine Learning Algorithms,https://doi.org/10.47191/jefms/v8-i9-57,2025,UNIQUE,REC_DIR_0076,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0073,Direct_Harvest,The Impact of AI-induced Ethical Conflict and the Moderating Role of Psychological Safety on the Mental Health of Accountants in Financial Technology Enterprises in Vietnam,https://doi.org/10.56294/saludcyt20252468,2025,UNIQUE,REC_DIR_0077,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0074,Direct_Harvest,A Systematic Framework for Investigating Algorithmic Bias as a Social Determinant of Health in Low- and Middle-Income Countries: A Research Protocol,https://doi.org/10.20944/preprints202507.1698.v1,2025,UNIQUE,REC_DIR_0078,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0075,Direct_Harvest,Prediction of building subsidence in Vietnam using machine learning techniques based on leveling results,https://doi.org/10.3846/gac.2024.20237,2024,UNIQUE,REC_DIR_0079,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0076,Direct_Harvest,VMHQA: A Vietnamese Multi-choice Dataset for Mental Health Domain Question Answering,https://doi.org/10.4108/eetsis.7678,2025,UNIQUE,REC_DIR_0080,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0077,Direct_Harvest,Overview of AI Agent Applications in Hospital Pharmacy Operations,https://doi.org/10.25073/2588-1132/vnumps.4922,2026,UNIQUE,REC_DIR_0081,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0078,Direct_Harvest,Employment Opportunities Created By Artificial Intelligence (Ai),https://doi.org/10.35629/5252-0704757761,2025,UNIQUE,REC_DIR_0082,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0079,Direct_Harvest,An efficient human activity recognition model based on deep learning approaches,https://doi.org/10.52549/ijeei.v10i1.3438,2022,UNIQUE,REC_DIR_0083,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0080,Direct_Harvest,"Remote sensing for yield estimation and climate risk management for coffee in Central Highlands, Vietnam",https://doi.org/10.26192/100wx8,2025,UNIQUE,REC_DIR_0084,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0081,Direct_Harvest,"Genomics and big data: Research, development and applications",https://doi.org/10.15625/1811-4989/16158,2021,UNIQUE,REC_DIR_0085,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0082,Direct_Harvest,"Knowledge, attitudes, and practices regarding artificial intelligence among health professions students: Implications for AI readiness",https://doi.org/10.62685/tbjmp.2026.22.05,2026,UNIQUE,REC_DIR_0086,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0083,Direct_Harvest,Application of IoT and AI in Monitoring structural Load-bearing capacity of Buildings,https://doi.org/10.1109/eee-am66675.2025.11473802,2025,UNIQUE,REC_DIR_0087,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0084,Direct_Harvest,"DEVELOPMENT OF AN INTEGRATED NURSING COMPETENCY FRAMEWORK: SYNTHESIZING VIETNAM’S NATIONAL STANDARDS, COMPETENCY MODELS, AND ASSESSMENT INSTRUMENTS",https://doi.org/10.51298/vmj.v550i1.13913,2025,UNIQUE,REC_DIR_0088,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0085,Direct_Harvest,Assessment of Artificial Intelligence-based Translation Tools for Emergency Department Discharge Instructions,https://doi.org/10.5811/westjem.48825,2026,UNIQUE,REC_DIR_0089,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0086,Direct_Harvest,Artificial Intelligence in In Vitro Diagnostics (IVD): A Comprehensive Review of the New Frontier,https://doi.org/10.1109/access.2026.3660065,2026,UNIQUE,REC_DIR_0090,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0087,Direct_Harvest,Lecture No. 3 Current status and future outlook for collection of cancer-related data in Asia,https://doi.org/10.1093/jjco/hyaa269,2020,UNIQUE,REC_DIR_0091,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0088,Direct_Harvest,Neurai-VN Benchmark: Standardized Machine Learning Models for Multimodal Digital Phenotyping in Mental Health Classification,https://doi.org/10.48550/arxiv.2607.25232,2026,UNIQUE,REC_DIR_0092,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0089,Direct_Harvest,TLAS-YHCT VN: Development and Evaluation of a Socratic AI Teaching Assistant for Traditional Vietnamese Medicine Education — A Two-Phase Mixed-Methods Study (Preprint),https://doi.org/10.2196/preprints.105820,2026,UNIQUE,REC_DIR_0093,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0090,Direct_Harvest,"ChatGPT Usage for Academic Purposes and Influencing Factors Among Students at Hanoi Medical University, Vietnam",https://doi.org/10.33846/hd20502,2025,UNIQUE,REC_DIR_0094,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0091,Direct_Harvest,Artificial Intelligence (AI) Applications in Construction Industry: A Big Data-driven Bibliometric Analysis,https://doi.org/10.1109/rivf68649.2025.11365231,2025,UNIQUE,REC_DIR_0095,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0092,Direct_Harvest,"Knowledge, Attitudes, and Practices Related to AI in Learning and Research Among Medical Students in Vietnam: Cross-Sectional Study",https://doi.org/10.2196/95867,2026,UNIQUE,REC_DIR_0096,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0093,Direct_Harvest,Integrating Diverse Voices and Data Science: Advancing Equity in the Public Opinion Data Cycle for Health Emergencies,https://doi.org/10.26190/unsworks/32205,2026,UNIQUE,REC_DIR_0097,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0094,Direct_Harvest,Real-Time Magnetic Tracking and Diagnosis of COVID-19 via Machine Learning,https://doi.org/10.48550/arxiv.2311.00737,2023,UNIQUE,REC_DIR_0098,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0095,Direct_Harvest,2020 Global Pediatric Pulmonology Alliance (GPPA) Forum on COVID‐19,https://doi.org/10.1002/ped4.12229,2020,UNIQUE,REC_DIR_0099,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0096,Direct_Harvest,Editorial,https://doi.org/10.1108/jedt-07-2026-756,2026,UNIQUE,REC_DIR_0100,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0097,Direct_Harvest,Which Works Best for Vietnamese? A Practical Study of Information Retrieval Methods across Domains,https://doi.org/10.48448/2a35-ph29,2026,UNIQUE,REC_DIR_0101,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0098,Direct_Harvest,Enhancing English Language Acquisition through ChatGPT: Use of Technology Acceptance Model in Linguistics,https://doi.org/10.54692/jelle.2024.0604262,2024,UNIQUE,REC_DIR_0102,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0099,Direct_Harvest,UET175: EEG dataset of motor imagery tasks in Vietnamese stroke patients,https://doi.org/10.3389/fnins.2025.1580931,2025,UNIQUE,REC_DIR_0103,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0100,Direct_Harvest,Guest editorial: Transnationalization of higher education: challenges and opportunities,https://doi.org/10.1108/aeds-06-2024-294,2024,UNIQUE,REC_DIR_0104,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0101,Direct_Harvest,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,https://doi.org/10.1109/ichst66555.2025.11428741,2025,UNIQUE,REC_DIR_0105,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0102,Direct_Harvest,Dynamic weighting and genetic algorithm-based hybrid SVR-Ridge model for improving PM <sub>2.5</sub> forecasting in open-pit copper mines,https://doi.org/10.1080/17480930.2025.2492086,2025,UNIQUE,REC_DIR_0107,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0103,Direct_Harvest,The evidence for evidence-based medicine,https://doi.org/10.4103/amsr.amsr_19_23,2023,UNIQUE,REC_DIR_0108,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0104,Direct_Harvest,A Hybrid Architecture for Multi-Stage Claim Document Understanding: Combining Vision-Language Models and Machine Learning for Real-Time Processing,https://doi.org/10.48550/arxiv.2601.01897,2026,UNIQUE,REC_DIR_0109,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0105,Direct_Harvest,Adaptive Modeling for Air Quality: A Continual Learning Framework for PM₂.₅ Estimation in Vietnam,https://doi.org/10.1109/tgrs.2026.3668935,2026,UNIQUE,REC_DIR_0111,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0106,Direct_Harvest,"Improving accuracy, stability, and practicability of poverty-targeting tools in the context of vietnamese ethnic minorities",https://doi.org/10.60848/13816,2025,UNIQUE,REC_DIR_0112,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0107,Direct_Harvest,"Decision letter: Development, validation, and application of a machine learning model to estimate salt consumption in 54 countries",https://doi.org/10.7554/elife.72930.sa1,2021,UNIQUE,REC_DIR_0113,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0108,Direct_Harvest,"Author response: Development, validation, and application of a machine learning model to estimate salt consumption in 54 countries",https://doi.org/10.7554/elife.72930.sa2,2021,UNIQUE,REC_DIR_0114,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0109,Direct_Harvest,Toward Pre-Deployment Assurance for Enterprise AI Agents: Ontology-Grounded Simulation and Trust Certification,https://doi.org/10.48550/arxiv.2606.04037,2026,UNIQUE,REC_DIR_0115,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0110,Direct_Harvest,Trustworthy RF/Microwave Biomedical AI: Information Fusion and Evaluation Design for Clinical Translation,https://doi.org/10.5281/zenodo.19990364,2026,UNIQUE,REC_DIR_0117,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0111,Direct_Harvest,The Impact Of Digital Diplomacy On International Politics In The Early Decades Of The 21st Century And Its Implications For Vietnam,https://doi.org/10.56734/ijahss.v6n5a6,2025,UNIQUE,REC_DIR_0119,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0112,Direct_Harvest,Parent’s Perception and Willingness for Using Internet Based Mental Health Application for Children,https://doi.org/10.25073/2588-1159/vnuer.4325,2019,UNIQUE,REC_DIR_0122,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0113,Direct_Harvest,Opening Dialogue,https://doi.org/10.1162/daed_a_02085,2024,UNIQUE,REC_DIR_0123,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0114,Direct_Harvest,The i-CanManage program to improve exercise and symptom management for Vietnamese women after cancer: A pilot randomized controlled trial protocol,https://doi.org/10.1177/20552076241293974,2024,UNIQUE,REC_DIR_0124,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0115,Direct_Harvest,"Estimating forest above ground biomass in Dak Lak Province, Vietnam",https://doi.org/10.13057/asianjfor/r090112,2025,UNIQUE,REC_DIR_0125,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0116,Direct_Harvest,Sustainable Development of Physical Education in Vietnam: Digital Transformation from 2020 to 2025 and vision to 2030,https://doi.org/10.61586/qwc38,2025,UNIQUE,REC_DIR_0126,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0117,Direct_Harvest,Recovering Health Disparities When Race and Ethnicity Information is Inadequate,https://doi.org/10.17605/osf.io/n5fb2,2026,UNIQUE,REC_DIR_0127,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0118,Direct_Harvest,"PREreview of ""Diagnostic Accuracy and Potential Resource Savings of Pooled Sputum Testing with Xpert MTB/RIF Ultra for Tuberculosis among adults in Vietnam: A Cross-Sectional Study""",https://doi.org/10.5281/zenodo.19559782,2026,UNIQUE,REC_DIR_0129,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0119,Direct_Harvest,Insights on the current and future state of AI adoption within health systems in Southeast Asia: A qualitative study (Preprint),https://doi.org/10.2196/preprints.71591,2025,UNIQUE,REC_DIR_0131,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0120,Direct_Harvest,Psychological safety and AI adoption as antecedents of teaching burnout: the mediating effect of work–life balance,https://doi.org/10.1108/aeds-06-2025-0285,2026,UNIQUE,REC_DIR_0134,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0121,Direct_Harvest,Wearable vital-sign sensors for early detection of severe dengue and sepsis: Clinical applications and implementation in resource-limited settings,https://doi.org/10.1177/20552076251396563,2025,UNIQUE,REC_DIR_0136,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0122,Direct_Harvest,Measuring Racial Sentiment Using Social Media Is Harder Than It Seems,https://doi.org/10.1097/ede.0000000000001672,2023,UNIQUE,REC_DIR_0137,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0123,Direct_Harvest,"&amp;#160;Air Emission Inventory and AI- based Air Quality Forecasting Models for Developing Countries: A Case Study of Ho Chi Minh City, Vietnam",https://doi.org/10.5194/egusphere-egu24-10056,2024,UNIQUE,REC_DIR_0138,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0124,Direct_Harvest,Primary School Teachers’ Intention to Adopt AI in Sexual and Reproductive Health Education: An Extended Technology Scceptance Model,https://doi.org/10.5812/ijpbs-169858,2026,UNIQUE,REC_DIR_0139,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0125,Direct_Harvest,SENTINEL-Dengue ASEAN-11: An AI-Powered Climate–Geospatial Intelligence System for Dengue Early Warning and Surveillance Prioritization Across Southeast Asia,https://doi.org/10.52939/ijg.v22i6.5044,2026,UNIQUE,REC_DIR_0140,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0126,Direct_Harvest,BỆNH VIỆN THỐNG NHẤT – HÀNH TRÌNH PHÁT TRIỂN VÀ ĐỊNH HƯỚNG TRỞ THÀNH TRUNG TÂM LÃO KHOA KỸ THUẬT CAO HÀNG ĐẦU VIỆT NAM,https://doi.org/10.63947/bvtn.v1i1.1,2025,UNIQUE,REC_DIR_0141,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0127,Direct_Harvest,Index,https://doi.org/10.1108/978-1-80117-139-720211014,2022,UNIQUE,REC_DIR_0142,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0128,Direct_Harvest,TH-Hien Model: protocol and statistical analysis plan (HBeAg-negative CHB),https://doi.org/10.17605/osf.io/yvxqp,2026,UNIQUE,REC_DIR_0143,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0129,Indirect_Harvest,"Flood risk assessment using hybrid artificial intelligence models integrated with multi-criteria decision analysis in Quang Nam Province, Vietnam",https://doi.org/10.1016/j.jhydrol.2020.125815,2020,UNIQUE,REC_IND_0001,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0130,Indirect_Harvest,"Generative AI chatbots for reliable cancer information: Evaluating web-search, multilingual, and reference capabilities of emerging large language models",https://doi.org/10.1016/j.ejca.2025.115274,2025,UNIQUE,REC_IND_0002,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0131,Indirect_Harvest,Predicting the risk of osteoporosis in older Vietnamese women using machine learning approaches,https://doi.org/10.1038/s41598-022-24181-x,2022,UNIQUE,REC_IND_0003,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0132,Indirect_Harvest,Cross-serotype interactions and disease outcome prediction of dengue infections in Vietnam,https://doi.org/10.1038/s41598-019-45816-6,2019,UNIQUE,REC_IND_0004,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0133,Indirect_Harvest,"IoTs, Machine Learning (ML), AI and Digital Transformation Affects Various Industries - Principles and Cybersecurity Risks Solutions",https://doi.org/10.14704/web/v18si04/web18144,2021,UNIQUE,REC_IND_0005,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0134,Indirect_Harvest,Predicting Hypertension Based on Machine Learning Methods: A Case Study in Northwest Vietnam,https://doi.org/10.1007/s11036-022-01984-w,2022,UNIQUE,REC_IND_0006,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0135,Indirect_Harvest,"Factors associated with 90-day mortality in Vietnamese stroke patients: Prospective findings compared with explainable machine learning, multicenter study",https://doi.org/10.1371/journal.pone.0310522,2024,UNIQUE,REC_IND_0008,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0136,Indirect_Harvest,A machine learning-based risk score for prediction of mechanical ventilation in children with dengue shock syndrome: A retrospective cohort study,https://doi.org/10.1371/journal.pone.0315281,2024,UNIQUE,REC_IND_0010,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0137,Indirect_Harvest,"Use of GIS and machine learning to predict disease in shrimp farmed on the east coast of the Mekong Delta, Vietnam",https://doi.org/10.1007/s12562-021-01577-8,2022,UNIQUE,REC_IND_0011,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0138,Indirect_Harvest,The Utilization of Machine Learning Algorithms for Assisting Physicians in the Diagnosis of Diabetes,https://doi.org/10.3390/diagnostics13122087,2023,UNIQUE,REC_IND_0012,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0139,Indirect_Harvest,Multidimensional Machine Learning for Assessing Parameters Associated With COVID-19 in Vietnam: Validation Study,https://doi.org/10.2196/42895,2023,UNIQUE,REC_IND_0013,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0140,Indirect_Harvest,"Effectiveness of artificial intelligence for diabetic retinopathy screening in community in Binh Dinh Province, Vietnam",https://doi.org/10.4103/tjo.tjo-d-23-00101,2024,UNIQUE,REC_IND_0014,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0141,Indirect_Harvest,"AI-Driven Climate-Health Forecasting: A Machine Learning Model for Epidemic Risk Prediction in Ba Ria-Vung Tau, Vietnam",https://doi.org/10.1007/s41748-025-00906-6,2025,UNIQUE,REC_IND_0015,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0142,Indirect_Harvest,STEMI-OP in-hospital mortality prediction algorithms: Frailty-integrated machine learning in older patients undergoing primary PCI,https://doi.org/10.1038/s41514-025-00238-9,2025,UNIQUE,REC_IND_0016,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
